year,playerId,playerName,type,rank,playerFullName,playerFirstName,playerLastName,playerUseName,playerInitLastName,teamId,teamAbbrev,teamName,teamShortName,leagueName,leagueId,positionAbbrev,position,primaryPositionAbbrev,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,babip,extraBaseHits,hitByPitch,gidp,gidpOpp,numberOfPitches,pitchesPerPlateAppearance,walksPerPlateAppearance,strikeoutsPerPlateAppearance,homeRunsPerPlateAppearance,walksPerStrikeout,iso,reachedOnError,walkOffs,flyOuts,totalSwings,swingAndMisses,ballsInPlay,popOuts,lineOuts,groundOuts,flyHits,popHits,lineHits,groundHits,gamesPlayed,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,rbi,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
2020,607208,Trea Turner,player,11,Trea Turner,Trea,Turner,Trea,T Turner,120,WSH,Washington Nationals,Nationals,NL,104,SS,Shortstop,SS,259,137,70,0,2,.353,31,2,5,28,1033,3.988,.085,.139,.046,.611,.253,2,0,35,484,95,199,11,16,59,11,0,37,30,59,62,46,15,4,12,36,22,0,78,.335,233,.394,.588,.982,4,12,.750,5,41,0.95,0,19.42
2020,573262,Mike Yastrzemski,player,12,Mike Yastrzemski,Michael,Yastrzemski,Mike,M Yastrzemski,137,SF,San Francisco Giants,Giants,NL,104,CF,Outfielder,RF,225,109,63,0,0,.370,28,3,2,26,940,4.178,.133,.244,.044,.545,.271,3,1,21,366,91,137,13,6,40,19,2,23,13,54,40,39,14,4,10,55,30,2,57,.297,192,.400,.568,.968,1,2,.667,2,35,1.00,0,19.20
2020,547180,Bryce Harper,player,13,Bryce Harper,Bryce,Harper,Bryce,B Harper,143,PHI,Philadelphia Phillies,Phillies,NL,104,RF,Outfielder,1B,244,103,88,1,2,.279,24,2,5,42,973,3.988,.201,.176,.053,1.140,.274,1,1,33,445,128,150,7,15,44,17,0,18,16,58,55,41,9,2,13,43,49,8,51,.268,190,.420,.542,.962,2,8,.800,5,33,0.80,0,14.62
2020,571976,Wil Myers,player,14,Wil Myers,William,Myers,Wil,W Myers,135,SD,San Diego Padres,Padres,NL,104,RF,Outfielder,RF,218,120,63,0,0,.331,31,2,0,13,843,3.867,.083,.257,.069,.321,.318,1,1,27,352,93,142,5,13,40,16,0,26,15,55,45,34,14,2,15,56,18,0,57,.288,198,.353,.606,.959,1,2,.667,0,40,0.89,0,13.20
2020,592518,Manny Machado,player,15,Manny Machado,Manuel,Machado,Manny,M Machado,135,SD,San Diego Padres,Padres,NL,104,3B,Third Base,3B,254,130,96,0,4,.297,29,0,9,41,936,3.685,.102,.146,.063,.703,.277,2,1,33,437,95,191,20,17,53,13,0,35,20,60,70,44,12,1,16,37,26,4,68,.304,224,.370,.580,.950,3,6,.667,9,47,0.76,0,14.00
2020,572228,Luke Voit,player,16,Luke Voit,Louis,Voit,Luke,L Voit,147,NYY,New York Yankees,Yankees,AL,103,1B,First Base,1B,234,130,90,0,1,.268,27,3,4,32,910,3.889,.073,.231,.094,.315,.333,3,1,26,474,131,160,10,13,52,22,1,22,14,56,49,41,5,0,22,54,17,0,59,.277,213,.338,.610,.948,0,0,.---,4,52,1.06,0,9.68
2020,608369,Corey Seager,player,17,Corey Seager,Corey,Seager,Corey,C Seager,119,LAD,Los Angeles Dodgers,Dodgers,NL,104,SS,Shortstop,SS,232,124,102,0,2,.309,28,1,8,36,807,3.478,.073,.159,.065,.459,.278,2,0,39,449,116,177,3,14,56,16,0,34,15,52,56,38,12,1,15,37,17,0,65,.307,212,.358,.585,.943,0,1,1.000,8,41,1.00,0,14.13
2020,665487,Fernando Tatis Jr.,player,18,Fernando Tatis Jr.,Fernando,Tatis,Fernando,F Tatis Jr.,135,SD,San Diego Padres,Padres,NL,104,SS,Shortstop,RF,257,128,76,0,1,.306,30,5,6,43,988,3.844,.105,.237,.066,.443,.295,0,0,28,461,130,164,2,13,59,15,0,27,20,59,43,50,11,2,17,61,27,1,62,.277,224,.366,.571,.937,3,11,.786,6,45,1.37,0,13.18
2020,605141,Mookie Betts,player,19,Mookie Betts,Markus,Betts,Mookie,M Betts,119,LAD,Los Angeles Dodgers,Dodgers,NL,104,RF,Outfielder,SS,246,123,65,0,1,.289,26,2,2,32,930,3.780,.098,.154,.065,.632,.269,6,0,44,377,52,182,12,24,38,13,0,29,22,55,80,47,9,1,16,38,24,1,64,.292,219,.366,.562,.928,2,10,.833,2,39,0.48,0,13.69
2020,624424,Michael Conforto,player,20,Michael Conforto,Michael,Conforto,Michael,M Conforto,121,NYM,New York Mets,Mets,NL,104,RF,Outfielder,LF,233,104,90,0,0,.412,21,7,6,36,932,4.000,.103,.245,.039,.421,.193,3,0,18,412,107,145,7,9,46,11,2,38,14,54,34,40,12,0,9,57,24,0,65,.322,202,.412,.515,.927,3,3,.500,6,31,1.35,0,22.44
2020,606192,Teoscar Hernández,player,21,Teoscar Hernández,Teoscar,Hernández,Teoscar,T Hernández,141,TOR,Toronto Blue Jays,Blue Jays,AL,103,RF,Outfielder,LF,207,110,83,0,1,.348,23,1,4,26,840,4.058,.068,.304,.077,.222,.289,3,1,26,390,135,128,5,10,32,13,0,25,17,50,41,33,7,0,16,63,14,0,55,.289,190,.340,.579,.919,1,6,.857,4,34,0.78,1,11.88
2020,664040,Brandon Lowe,player,22,Brandon Lowe,Brandon,Lowe,Brandon,B Lowe,139,TB,Tampa Bay Rays,Rays,AL,103,2B,Second Base,2B,224,107,71,0,2,.309,25,4,2,28,882,3.938,.112,.259,.063,.431,.285,0,1,28,413,148,137,11,12,34,16,0,25,11,56,51,36,9,2,14,58,25,0,52,.269,193,.362,.554,.916,0,3,1.000,2,37,0.67,0,13.79
2020,543685,Anthony Rendon,player,23,Anthony Rendon,Anthony,Rendon,Anthony,A Rendon,108,LAA,Los Angeles Angels,Angels,AL,103,3B,Third Base,3B,232,94,101,0,0,.302,21,5,10,39,889,3.832,.164,.134,.039,1.226,.212,1,0,36,360,53,158,11,18,39,8,1,29,16,52,65,29,11,1,9,31,38,2,54,.286,189,.418,.497,.915,0,0,.---,10,31,0.60,0,21.00
2020,543807,George Springer,player,24,George Springer,George,Springer,George,G Springer,117,HOU,Houston Astros,Astros,AL,103,CF,Outfielder,RF,222,102,64,0,2,.259,22,5,3,24,821,3.698,.108,.171,.063,.632,.275,5,0,26,392,98,153,19,16,42,14,0,23,13,51,61,37,6,2,14,38,24,0,50,.265,189,.359,.540,.899,2,1,.333,3,32,0.69,2,13.50
2020,650391,Eloy Jiménez,player,25,Eloy Jiménez,Eloy,Jiménez,Eloy,E Jiménez,145,CWS,Chicago White Sox,White Sox,AL,103,LF,Outfielder,DH,226,119,77,0,1,.340,28,0,4,29,805,3.562,.053,.248,.062,.214,.263,3,0,18,438,128,158,5,12,60,14,0,26,23,55,35,26,14,0,14,56,12,0,63,.296,213,.332,.559,.891,0,0,.---,4,41,1.71,0,15.21
2021,547180,Bryce Harper,player,1,Bryce Harper,Bryce,Harper,Bryce,B Harper,143,PHI,Philadelphia Phillies,Phillies,NL,104,RF,Outfielder,1B,599,300,158,2,4,.359,78,5,12,77,2401,4.008,.167,.224,.058,.746,.305,2,0,58,1134,364,360,16,23,112,37,0,75,39,141,97,101,42,1,35,134,100,14,151,.309,488,.429,.615,1.044,3,13,.813,12,84,1.15,0,13.94
2021,665489,Vladimir Guerrero Jr.,player,2,Vladimir Guerrero Jr.,Vladimir,Guerrero,Vladimir,V Guerrero Jr.,141,TOR,Toronto Blue Jays,Blue Jays,AL,103,1B,First Base,1B,698,363,235,0,2,.313,78,6,20,102,2509,3.595,.123,.158,.069,.782,.290,3,0,85,1187,330,496,24,38,161,40,0,83,65,161,147,123,29,1,48,110,86,7,188,.311,604,.401,.601,1.002,1,4,.800,20,111,1.10,0,12.58
2021,665742,Juan Soto,player,3,Juan Soto,Juan,Soto,Juan,J Soto,120,WSH,Washington Nationals,Nationals,NL,104,RF,Outfielder,RF,654,268,197,0,5,.332,51,2,23,121,2601,3.977,.222,.142,.044,1.559,.221,3,1,56,911,182,414,16,25,160,30,0,68,59,151,97,111,20,2,29,93,145,23,157,.313,502,.465,.534,.999,7,9,.563,23,95,1.65,0,17.31
2021,665487,Fernando Tatis Jr.,player,4,Fernando Tatis Jr.,Fernando,Tatis,Fernando,F Tatis Jr.,135,SD,San Diego Padres,Padres,NL,104,SS,Shortstop,RF,546,292,151,0,4,.324,73,2,5,54,2141,3.921,.114,.280,.077,.405,.328,5,0,50,1099,383,329,25,31,88,48,0,40,47,130,106,99,31,0,42,153,62,6,135,.282,478,.364,.611,.975,4,25,.862,5,97,0.83,0,11.38
2021,660271,Shohei Ohtani,player,5,Shohei Ohtani,Shohei,Ohtani,Shohei,S Ohtani,108,LAA,Los Angeles Angels,Angels,AL,103,DH,Designated Hitter,TWP,639,318,187,0,2,.303,80,4,7,74,2594,4.059,.150,.296,.072,.508,.335,6,0,74,1188,416,350,16,21,101,47,1,52,38,158,111,103,26,8,46,189,96,20,138,.257,537,.372,.592,.964,10,26,.722,7,100,0.91,0,11.67
2021,592206,Nick Castellanos,player,6,Nick Castellanos,Nicholas,Castellanos,Nick,N Castellanos,113,CIN,Cincinnati Reds,Reds,NL,104,RF,Outfielder,RF,585,306,239,0,6,.340,73,7,16,103,2143,3.663,.070,.207,.058,.339,.267,3,2,79,1177,361,416,15,41,117,42,0,81,41,138,135,95,38,1,34,121,41,5,164,.309,531,.362,.576,.938,1,3,.750,16,100,0.87,0,15.62
2021,458015,Joey Votto,player,6,Joey Votto,Joseph,Votto,Joey,J Votto,113,CIN,Cincinnati Reds,Reds,NL,104,1B,First Base,1B,533,252,194,0,4,.287,60,4,7,59,2232,4.188,.144,.238,.068,.606,.297,2,0,73,980,288,325,15,26,92,47,0,56,16,129,114,73,23,1,36,127,77,6,119,.266,448,.375,.563,.938,0,1,1.000,7,99,0.81,0,12.44
2021,592450,Aaron Judge,player,8,Aaron Judge,Aaron,Judge,Aaron,A Judge,147,NYY,New York Yankees,Yankees,AL,103,RF,Outfielder,CF,633,299,217,0,5,.332,63,3,16,89,2654,4.193,.118,.250,.062,.475,.256,4,2,71,1128,328,397,9,32,127,40,2,76,40,148,112,89,24,0,39,158,75,2,158,.287,550,.373,.544,.917,1,6,.857,16,98,1.13,0,14.10
2021,663656,Kyle Tucker,player,9,Kyle Tucker,Kyle,Tucker,Kyle,K Tucker,117,HOU,Houston Astros,Astros,AL,103,RF,Outfielder,RF,567,282,235,0,5,.304,70,1,10,100,2180,3.845,.093,.159,.053,.589,.263,6,0,95,1144,231,421,23,45,109,46,0,69,34,140,163,83,37,3,30,90,53,5,149,.294,506,.359,.557,.916,2,14,.875,10,92,0.67,2,16.87
2021,641933,Tyler O'Neill,player,10,Tyler O'Neill,Tyler,O'Neill,Tyler,T O'Neill,138,STL,St. Louis Cardinals,Cardinals,NL,104,LF,Outfielder,LF,537,270,216,0,4,.366,62,13,8,57,2070,3.855,.071,.313,.063,.226,.274,7,1,59,1030,357,318,24,23,74,41,0,56,41,138,106,89,26,2,34,168,38,0,138,.286,482,.352,.560,.912,4,15,.789,8,80,0.70,0,14.18
2021,668804,Bryan Reynolds,player,10,Bryan Reynolds,Bryan,Reynolds,Bryan,B Reynolds,134,PIT,Pittsburgh Pirates,Pirates,NL,104,CF,Outfielder,LF,646,292,234,0,4,.345,67,8,10,107,2493,3.859,.116,.184,.037,.630,.220,5,1,86,1217,290,444,20,39,130,41,0,80,48,159,145,93,35,8,24,119,75,9,169,.302,559,.390,.522,.912,2,5,.714,10,90,0.90,0,23.29
2021,621566,Matt Olson,player,12,Matt Olson,Matthew,Olson,Matt,M Olson,133,OAK,Oakland Athletics,Athletics,AL,103,1B,First Base,1B,673,305,257,0,11,.269,74,9,17,98,2774,4.122,.131,.168,.058,.779,.269,2,1,92,1301,300,463,44,24,150,48,1,67,37,156,160,101,35,0,39,113,88,12,153,.271,565,.371,.540,.911,1,4,.800,17,111,0.94,0,14.49
2021,607208,Trea Turner,player,12,Trea Turner,Trea,Turner,Trea,T Turner,119,LAD,Los Angeles Dodgers,Dodgers,NL,104,2B,Second Base,SS,646,319,172,0,4,.362,65,6,18,75,2487,3.850,.063,.170,.043,.373,.208,1,0,78,1223,281,489,30,45,141,37,1,75,82,148,153,107,34,3,28,110,41,2,195,.328,595,.375,.536,.911,5,32,.865,18,77,0.92,0,21.25
2021,543068,C.J. Cron,player,14,C.J. Cron,Christopher,Cron,C.J.,C Cron,115,COL,Colorado Rockies,Rockies,NL,104,1B,First Base,1B,547,249,193,0,4,.316,60,13,11,72,2191,4.005,.110,.214,.051,.513,.249,4,2,74,1031,283,357,27,23,101,42,0,53,37,142,124,70,31,1,28,117,60,3,132,.281,470,.375,.530,.905,0,1,1.000,11,92,0.81,0,16.79
2021,663586,Austin Riley,player,15,Austin Riley,Michael,Riley,Austin,A Riley,144,ATL,Atlanta Braves,Braves,NL,104,3B,Third Base,3B,662,313,254,0,8,.368,67,12,11,80,2595,3.920,.079,.254,.050,.310,.227,5,0,70,1302,368,430,30,42,109,37,3,81,58,160,142,91,33,1,33,168,52,2,179,.303,590,.367,.531,.898,1,0,.000,11,107,0.77,0,17.88
2021,518692,Freddie Freeman,player,16,Freddie Freeman,Frederick,Freeman,Freddie,F Freeman,144,ATL,Atlanta Braves,Braves,NL,104,1B,First Base,1B,695,302,202,0,2,.321,58,8,11,95,2688,3.868,.122,.154,.045,.794,.203,7,1,98,1372,289,495,13,41,163,45,1,83,51,159,152,120,25,2,31,107,85,15,180,.300,600,.393,.503,.896,3,8,.727,11,83,1.07,0,19.36
2021,543063,Brandon Crawford,player,17,Brandon Crawford,Brandon,Crawford,Brandon,B Crawford,137,SF,San Francisco Giants,Giants,NL,104,SS,Shortstop,SS,549,252,213,0,5,.334,57,5,8,79,2136,3.891,.102,.191,.044,.533,.224,5,0,72,1102,323,383,30,28,109,38,0,60,46,138,130,79,30,3,24,105,56,6,144,.298,483,.373,.522,.895,3,11,.786,8,90,0.84,0,20.12
2021,571970,Max Muncy,player,17,Max Muncy,Maxwell,Muncy,Max,M Muncy,119,LAD,Los Angeles Dodgers,Dodgers,NL,104,1B,First Base,3B,592,262,210,0,1,.257,64,11,7,78,2434,4.111,.140,.203,.061,.692,.278,3,1,81,915,214,378,21,26,126,44,0,60,20,144,128,95,26,2,36,120,83,5,124,.249,497,.368,.527,.895,1,2,.667,7,94,0.98,0,13.81
2021,608070,José Ramírez,player,19,José Ramírez,José,Ramírez,José,J Ramírez,114,CLE,Cleveland Indians,Indians,AL,103,3B,Third Base,3B,636,297,229,0,5,.256,73,7,13,111,2675,4.206,.113,.137,.057,.828,.272,2,1,90,1149,171,470,60,43,130,37,0,70,40,152,193,111,32,5,36,87,72,10,147,.266,552,.355,.538,.893,4,27,.871,13,103,0.67,0,15.33
2021,646240,Rafael Devers,player,20,Rafael Devers,Rafael,Devers,Rafael,R Devers,111,BOS,Boston Red Sox,Red Sox,AL,103,3B,Third Base,3B,664,318,284,0,4,.307,76,7,13,95,2502,3.768,.093,.215,.057,.434,.259,4,1,75,1338,371,452,34,35,143,44,0,73,48,156,144,101,37,1,38,143,62,7,165,.279,591,.352,.538,.890,5,5,.500,13,113,0.99,0,15.55
2021,502671,Paul Goldschmidt,player,21,Paul Goldschmidt,Paul,Goldschmidt,Paul,P Goldschmidt,138,STL,St. Louis Cardinals,Cardinals,NL,104,1B,First Base,1B,679,310,232,0,5,.331,69,4,13,96,2751,4.052,.099,.200,.046,.493,.221,7,2,105,1215,302,472,32,38,120,42,1,78,56,158,175,102,36,2,31,136,67,2,177,.294,603,.365,.514,.879,0,12,1.000,13,99,0.69,0,19.45
2021,656775,Cedric Mullins,player,22,Cedric Mullins,Boyce,Mullins,Cedric,C Mullins,110,BAL,Baltimore Orioles,Orioles,AL,103,CF,Outfielder,CF,675,312,188,1,4,.322,72,8,2,72,2588,3.834,.087,.185,.044,.472,.228,4,1,91,1167,244,482,36,46,134,43,1,69,62,159,173,91,37,5,30,125,59,3,175,.291,602,.360,.518,.878,8,30,.789,2,59,0.77,1,20.07
2021,670541,Yordan Alvarez,player,23,Yordan Alvarez,Yordan,Alvarez,Yordan,Y Alvarez,117,HOU,Houston Astros,Astros,AL,103,DH,Designated Hitter,LF,598,285,276,0,3,.320,69,8,16,84,2396,4.007,.084,.242,.055,.345,.253,1,1,76,1030,234,395,16,36,118,43,1,73,32,144,128,92,35,1,33,145,50,3,149,.277,537,.346,.531,.877,0,1,1.000,16,104,0.92,0,16.27
2021,543760,Marcus Semien,player,24,Marcus Semien,Marcus,Semien,Marcus,M Semien,141,TOR,Toronto Blue Jays,Blue Jays,AL,103,2B,Second Base,2B,724,351,249,0,3,.276,86,3,9,96,2923,4.037,.091,.202,.062,.452,.273,1,2,129,1318,284,509,46,43,118,58,0,75,40,162,218,115,39,2,45,146,66,0,173,.265,652,.334,.538,.872,1,15,.938,9,102,0.54,0,14.49
2021,606192,Teoscar Hernández,player,25,Teoscar Hernández,Teoscar,Hernández,Teoscar,T Hernández,141,TOR,Toronto Blue Jays,Blue Jays,AL,103,RF,Outfielder,LF,595,288,227,0,2,.352,61,7,5,92,2290,3.849,.061,.249,.054,.243,.227,8,0,73,1187,378,404,22,36,110,38,0,76,49,143,131,92,29,0,32,148,36,1,163,.296,550,.346,.524,.870,4,12,.750,5,116,0.84,0,17.19
2022,592450,Aaron Judge,player,1,Aaron Judge,Aaron,Judge,Aaron,A Judge,147,NYY,New York Yankees,Yankees,AL,103,CF,Outfielder,CF,696,391,210,0,5,.340,90,6,14,104,2906,4.175,.159,.251,.089,.634,.375,5,4,76,1240,367,400,10,26,111,77,0,63,37,157,112,133,28,0,62,175,111,19,177,.311,570,.425,.686,1.111,3,16,.842,14,131,0.99,4,9.19
2022,670541,Yordan Alvarez,player,2,Yordan Alvarez,Yordan,Alvarez,Yordan,Y Alvarez,117,HOU,Houston Astros,Astros,AL,103,DH,Designated Hitter,LF,561,288,215,0,7,.320,68,6,12,74,2195,3.913,.139,.189,.066,.736,.306,0,2,69,936,219,371,10,28,120,44,0,72,28,135,107,95,29,2,37,106,78,9,144,.306,470,.406,.613,1.019,1,1,.500,12,97,1.12,0,12.70
2022,502671,Paul Goldschmidt,player,3,Paul Goldschmidt,Paul,Goldschmidt,Paul,P Goldschmidt,138,STL,St. Louis Cardinals,Cardinals,NL,104,1B,First Base,1B,651,324,215,0,4,.368,76,5,7,92,2701,4.149,.121,.217,.054,.560,.260,7,2,74,1127,301,424,30,23,119,48,2,74,54,151,127,106,41,0,35,141,79,1,178,.317,561,.404,.578,.982,0,7,1.000,7,115,0.94,2,16.03
2022,514888,Jose Altuve,player,4,Jose Altuve,Jose,Altuve,Jose,J Altuve,117,HOU,Houston Astros,Astros,AL,103,2B,Second Base,2B,604,281,132,0,1,.315,67,10,13,56,2308,3.821,.109,.144,.046,.759,.233,3,1,65,1011,166,441,41,44,133,48,2,60,48,141,150,103,39,0,28,87,66,2,158,.300,527,.387,.533,.920,1,18,.947,13,57,0.89,0,18.82
2022,518692,Freddie Freeman,player,5,Freddie Freeman,Frederick,Freeman,Freddie,F Freeman,119,LAD,Los Angeles Dodgers,Dodgers,NL,104,1B,First Base,1B,708,313,207,0,7,.359,70,5,6,118,2755,3.891,.119,.144,.030,.824,.186,6,0,108,1357,264,517,15,53,142,39,0,101,59,159,176,117,47,2,21,102,84,12,199,.325,612,.407,.511,.918,3,13,.813,6,100,0.81,0,29.14
2022,592518,Manny Machado,player,6,Manny Machado,Manuel,Machado,Manny,M Machado,135,SD,San Diego Padres,Padres,NL,104,3B,Third Base,3B,644,307,256,0,2,.337,70,1,12,116,2371,3.682,.098,.207,.050,.474,.234,6,2,71,1205,300,447,42,41,121,35,1,89,47,150,154,100,37,1,32,133,63,10,172,.298,578,.366,.531,.897,1,9,.900,12,102,0.79,0,18.06
2022,571448,Nolan Arenado,player,7,Nolan Arenado,Nolan,Arenado,Nolan,N Arenado,138,STL,St. Louis Cardinals,Cardinals,NL,104,3B,Third Base,3B,620,297,251,0,4,.290,73,7,15,93,2330,3.758,.084,.116,.048,.722,.241,1,0,98,1127,215,489,69,52,107,44,1,76,42,148,219,73,42,1,30,72,52,3,163,.293,557,.358,.533,.891,3,5,.625,15,103,0.49,0,18.57
2022,646240,Rafael Devers,player,8,Rafael Devers,Rafael,Devers,Rafael,R Devers,111,BOS,Boston Red Sox,Red Sox,AL,103,3B,Third Base,3B,614,289,214,0,3,.329,70,6,14,81,2232,3.635,.081,.186,.044,.439,.225,5,0,65,1216,343,444,33,42,140,41,0,75,48,141,140,84,42,1,27,114,50,11,164,.295,555,.358,.521,.879,1,3,.750,14,88,1.00,0,20.56
2022,663586,Austin Riley,player,9,Austin Riley,Michael,Riley,Austin,A Riley,144,ATL,Atlanta Braves,Braves,NL,104,3B,Third Base,3B,693,325,269,0,4,.315,79,17,13,89,2641,3.811,.082,.242,.055,.339,.255,3,2,79,1361,376,451,27,41,136,51,0,77,40,159,147,90,39,2,38,168,57,1,168,.273,615,.349,.528,.877,0,2,1.000,13,93,0.93,0,16.18
2022,660271,Shohei Ohtani,player,10,Shohei Ohtani,Shohei,Ohtani,Shohei,S Ohtani,108,LAA,Los Angeles Angels,Angels,AL,103,DH,Designated Hitter,TWP,666,304,196,0,3,.320,70,5,6,83,2546,3.823,.108,.242,.051,.447,.246,4,0,81,1254,353,428,14,37,136,48,0,64,48,157,132,90,30,6,34,161,72,14,160,.273,586,.356,.519,.875,9,11,.550,6,95,1.03,0,17.24
2022,605141,Mookie Betts,player,11,Mookie Betts,Markus,Betts,Mookie,M Betts,119,LAD,Los Angeles Dodgers,Dodgers,NL,104,RF,Outfielder,SS,639,305,198,0,4,.272,78,8,8,76,2428,3.800,.086,.163,.055,.529,.264,6,2,123,1072,177,472,35,33,127,45,1,76,32,142,191,117,40,3,35,104,55,0,154,.269,572,.340,.533,.873,2,12,.857,8,82,0.66,0,16.34
2022,624413,Pete Alonso,player,12,Pete Alonso,Peter,Alonso,Pete,P Alonso,121,NYM,New York Mets,Mets,NL,104,1B,First Base,1B,685,309,286,0,9,.279,67,12,17,117,2507,3.660,.098,.187,.058,.523,.246,4,2,99,1250,302,478,47,37,133,47,1,73,41,160,183,95,27,0,40,128,67,16,162,.271,597,.352,.518,.870,1,5,.833,17,131,0.73,0,14.92
2022,608070,José Ramírez,player,13,José Ramírez,José,Ramírez,José,J Ramírez,114,CLE,Cleveland Guardians,Guardians,AL,103,3B,Third Base,3B,685,309,239,0,9,.279,78,6,5,123,2742,4.003,.101,.120,.042,.841,.235,2,0,118,1264,192,528,74,49,119,33,1,81,53,157,241,90,44,5,29,82,69,20,168,.280,601,.355,.514,.869,7,20,.741,5,126,0.49,0,20.72
2022,677594,Julio Rodríguez,player,14,Julio Rodríguez,Julio,Rodríguez,Julio,J Rodríguez,136,SEA,Seattle Mariners,Mariners,AL,103,CF,Outfielder,CF,560,260,185,0,1,.345,56,8,7,52,2084,3.721,.071,.259,.050,.276,.225,7,0,50,1046,318,367,27,33,112,38,0,49,58,132,110,84,25,3,28,145,40,4,145,.284,511,.345,.509,.854,7,25,.781,7,75,1.02,0,18.25
2022,665742,Juan Soto,player,15,Juan Soto,Juan,Soto,Juan,J Soto,135,SD,San Diego Padres,Padres,NL,104,RF,Outfielder,RF,664,237,203,0,0,.249,54,4,12,86,2765,4.164,.203,.145,.041,1.406,.210,6,0,82,976,187,428,26,31,162,34,1,51,41,153,139,93,25,2,27,96,135,6,127,.242,524,.401,.452,.853,2,6,.750,12,62,1.17,1,19.41
2022,663993,Nathaniel Lowe,player,16,Nathaniel Lowe,David,Lowe,Nathaniel,N Lowe,140,TEX,Texas Rangers,Rangers,AL,103,1B,First Base,1B,645,292,219,0,0,.363,56,4,10,83,2525,3.915,.074,.228,.042,.327,.191,5,1,56,1318,328,446,19,41,151,40,0,75,64,157,116,74,26,3,27,147,48,2,179,.302,593,.358,.492,.850,2,2,.500,10,76,1.30,0,21.96
2022,665926,Andrés Giménez,player,17,Andrés Giménez,Andrés,Giménez,Andrés,A Gimenez,114,CLE,Cleveland Guardians,Guardians,AL,103,2B,Second Base,2B,557,229,201,4,3,.353,46,25,9,69,2044,3.670,.061,.201,.031,.304,.169,3,1,55,1077,287,386,31,32,122,20,0,62,64,146,118,66,26,3,17,112,34,4,146,.297,491,.371,.466,.837,3,20,.870,9,69,1.03,0,28.88
2022,643446,Jeff McNeil,player,18,Jeff McNeil,Jeffrey,McNeil,Jeff,J McNeil,121,NYM,New York Mets,Mets,NL,104,2B,Second Base,2B,589,242,226,0,5,.353,49,11,6,91,2065,3.506,.068,.104,.015,.656,.128,0,0,92,1101,176,477,28,52,131,17,0,91,66,148,172,73,39,1,9,61,40,1,174,.326,533,.382,.454,.836,0,4,1.000,6,62,0.76,0,59.22
2022,593428,Xander Bogaerts,player,19,Xander Bogaerts,Xander,Bogaerts,Xander,X Bogaerts,111,BOS,Boston Red Sox,Red Sox,AL,103,SS,Shortstop,2B,631,254,245,0,7,.362,53,10,14,114,2500,3.962,.090,.187,.024,.483,.149,3,0,66,1142,283,446,29,44,136,28,0,71,72,150,139,84,38,0,15,118,57,2,171,.307,557,.377,.456,.833,2,8,.800,14,73,0.98,0,37.13
2022,621043,Carlos Correa,player,19,Carlos Correa,Carlos,Correa,Carlos,C Correa,142,MIN,Minnesota Twins,Twins,AL,103,SS,Shortstop,SS,590,244,200,0,4,.339,47,3,18,88,2419,4.100,.103,.205,.037,.504,.176,4,0,77,1073,236,405,26,25,125,28,0,79,45,136,128,70,24,1,22,121,61,2,152,.291,522,.366,.467,.833,1,0,.000,18,64,0.98,0,23.73
2022,621493,Taylor Ward,player,19,Taylor Ward,Joseph,Ward,Taylor,T Ward,108,LAA,Los Angeles Angels,Angels,AL,103,RF,Outfielder,LF,564,234,185,0,5,.325,47,4,5,54,2297,4.073,.106,.213,.041,.500,.192,3,1,84,951,211,380,23,40,94,35,0,63,41,135,147,73,22,2,23,120,60,0,139,.281,495,.360,.473,.833,3,5,.625,5,65,0.64,0,21.52
2022,656941,Kyle Schwarber,player,22,Kyle Schwarber,Kyle,Schwarber,Kyle,K Schwarber,143,PHI,Philadelphia Phillies,Phillies,NL,104,LF,Outfielder,DH,669,291,209,0,2,.240,70,4,10,59,2878,4.302,.129,.299,.069,.430,.286,3,0,76,1160,339,379,43,25,109,52,0,53,21,155,144,100,21,3,46,200,86,3,126,.218,577,.323,.504,.827,1,10,.909,10,94,0.76,0,12.54
2022,547989,José Abreu,player,23,José Abreu,José,Abreu,José,J Abreu,145,CWS,Chicago White Sox,White Sox,AL,103,1B,First Base,1B,679,268,260,0,4,.350,55,12,19,94,2730,4.021,.091,.162,.022,.564,.141,5,1,92,1292,300,495,15,34,171,27,1,90,65,157,141,85,40,0,15,110,62,2,183,.304,601,.378,.446,.824,0,0,.---,19,75,1.21,0,40.07
2022,650490,Yandy Díaz,player,23,Yandy Díaz,Yandy,Díaz,Yandy,Y Díaz,139,TB,Tampa Bay Rays,Rays,AL,103,3B,Third Base,1B,558,200,181,0,1,.323,42,6,10,62,2157,3.866,.140,.108,.016,1.300,.127,4,0,68,891,127,414,24,40,142,13,1,61,65,137,132,71,33,0,9,60,78,2,140,.296,473,.401,.423,.824,3,3,.500,10,57,1.08,0,52.56
