year,playerId,playerName,type,rank,playerFullName,playerFirstName,playerLastName,playerUseName,playerInitLastName,teamId,teamAbbrev,teamName,teamShortName,leagueName,leagueId,positionAbbrev,position,primaryPositionAbbrev,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,babip,extraBaseHits,hitByPitch,gidp,gidpOpp,numberOfPitches,pitchesPerPlateAppearance,walksPerPlateAppearance,strikeoutsPerPlateAppearance,homeRunsPerPlateAppearance,walksPerStrikeout,iso,reachedOnError,walkOffs,flyOuts,totalSwings,swingAndMisses,ballsInPlay,popOuts,lineOuts,groundOuts,flyHits,popHits,lineHits,groundHits,gamesPlayed,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,rbi,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
2015,443558,Nelson Cruz,player,7,Nelson Cruz,Nelson,Cruz,Nelson,N Cruz,136,SEA,Seattle Mariners,Mariners,AL,103,RF,Outfielder,DH,655,334,233,0,1,.350,67,5,6,63,2632,4.018,.090,.250,.067,.360,.264,4,2,57,1265,389,427,24,32,136,31,0,88,59,152,113,90,22,1,44,164,59,9,178,.302,590,.369,.566,.935,2,3,.600,6,93,1.20,0,13.41
2015,429665,Edwin Encarnación,player,8,Edwin Encarnación,Edwin,Encarnación,Edwin,E Encarnación,141,TOR,Toronto Blue Jays,Blue Jays,AL,103,DH,Designated Hitter,DH,624,294,224,0,10,.267,70,9,14,89,2517,4.034,.123,.157,.063,.786,.280,3,1,78,1086,251,440,52,31,133,33,1,80,32,146,161,94,31,0,39,98,77,5,146,.277,528,.372,.557,.929,2,3,.600,14,111,0.83,0,13.54
2015,448801,Chris Davis,player,9,Chris Davis,Christopher,Davis,Chris,C Davis,110,BAL,Baltimore Orioles,Orioles,AL,103,1B,First Base,1B,670,322,238,0,5,.319,78,8,6,72,2786,4.158,.125,.310,.070,.404,.300,4,3,71,1314,469,370,18,28,103,41,0,83,26,160,117,100,31,0,47,208,84,6,150,.262,573,.361,.562,.923,3,2,.400,6,117,0.88,0,12.19
2015,430832,José Bautista,player,10,José Bautista,José,Bautista,José,J Bautista,141,TOR,Toronto Blue Jays,Blue Jays,AL,103,RF,Outfielder,RF,666,291,224,0,8,.237,72,5,19,90,2741,4.116,.165,.159,.060,1.038,.285,2,0,98,1078,220,445,47,40,124,27,1,65,43,153,185,108,29,3,40,106,110,2,136,.250,543,.377,.536,.913,2,8,.800,19,114,0.67,0,13.58
2015,120074,David Ortiz,player,10,David Ortiz,David,Ortiz,David,D Ortiz,111,BOS,Boston Red Sox,Red Sox,AL,103,DH,Designated Hitter,DH,614,292,244,0,9,.264,74,0,16,87,2488,4.052,.125,.155,.060,.811,.280,5,0,77,1110,258,442,33,48,140,36,3,79,26,146,158,73,37,0,37,95,77,16,144,.273,528,.360,.553,.913,1,0,.000,16,108,0.89,0,14.27
2015,519203,Anthony Rizzo,player,12,Anthony Rizzo,Anthony,Rizzo,Anthony,A Rizzo,112,CHC,Chicago Cubs,Cubs,NL,104,1B,First Base,1B,701,300,225,0,7,.289,72,30,9,112,2751,3.924,.111,.150,.044,.743,.234,5,0,98,1258,242,488,46,43,138,29,1,97,36,160,187,94,38,3,31,105,78,9,163,.278,586,.387,.512,.899,6,17,.739,9,101,0.74,0,18.90
2015,571448,Nolan Arenado,player,13,Nolan Arenado,Nolan,Arenado,Nolan,N Arenado,115,COL,Colorado Rockies,Rockies,NL,104,3B,Third Base,3B,665,354,237,0,11,.284,89,4,17,105,2322,3.492,.051,.165,.063,.309,.287,4,1,93,1232,260,517,52,59,136,28,0,105,44,157,204,97,43,4,42,110,34,13,177,.287,616,.323,.575,.898,5,2,.286,17,130,0.67,0,14.67
2015,444482,David Peralta,player,14,David Peralta,Senger,Peralta,David,D Peralta,109,AZ,Arizona Diamondbacks,D-backs,NL,104,LF,Outfielder,RF,517,241,186,0,7,.368,53,4,7,63,1923,3.720,.085,.207,.033,.411,.210,4,0,38,909,223,362,11,32,137,9,0,80,55,149,81,61,26,10,17,107,44,2,144,.312,462,.371,.522,.893,4,9,.692,7,78,1.69,0,27.18
2015,457705,Andrew McCutchen,player,15,Andrew McCutchen,Andrew,McCutchen,Andrew,A McCutchen,134,PIT,Pittsburgh Pirates,Pirates,NL,104,CF,Outfielder,RF,685,276,202,0,9,.339,62,12,9,96,2780,4.058,.143,.194,.034,.737,.196,5,1,83,1205,315,442,21,51,122,22,0,94,49,157,155,91,36,3,23,133,98,12,165,.292,566,.401,.488,.889,5,11,.688,9,96,0.79,0,24.61
2015,502110,J.D. Martinez,player,16,J.D. Martinez,Julio,Martinez,J.D.,J Martinez,116,DET,Detroit Tigers,Tigers,AL,103,RF,Outfielder,DH,657,319,260,0,3,.339,73,5,11,100,2605,3.965,.081,.271,.058,.298,.253,4,0,100,1372,423,421,17,37,99,35,1,87,45,158,154,93,33,2,38,178,53,7,168,.282,596,.344,.535,.879,2,3,.600,11,102,0.64,0,15.68
2015,572761,Matt Carpenter,player,17,Matt Carpenter,Matthew,Carpenter,Matt,M Carpenter,138,STL,St. Louis Cardinals,Cardinals,NL,104,3B,Third Base,DH,665,290,169,0,4,.321,75,6,5,70,2807,4.221,.122,.227,.042,.536,.233,4,1,96,1083,235,427,11,60,104,28,0,97,31,154,167,101,44,3,28,151,81,5,156,.272,574,.365,.505,.870,3,4,.571,5,84,0.62,0,20.50
2015,493316,Yoenis Cespedes,player,17,Yoenis Cespedes,Yoenis,Cespedes,Yoenis,Y Cespedes,121,NYM,New York Mets,Mets,NL,104,CF,Outfielder,LF,676,343,253,0,5,.323,83,5,14,107,2722,4.027,.049,.209,.052,.234,.251,6,0,94,1331,315,497,27,36,156,23,1,103,57,159,157,101,42,6,35,141,33,5,184,.291,633,.328,.542,.870,5,7,.583,14,105,0.99,0,18.09
2015,471865,Carlos González,player,19,Carlos González,Carlos,González,Carlos,C González,115,COL,Colorado Rockies,Rockies,NL,104,RF,Outfielder,RF,608,299,213,1,6,.284,67,1,11,81,2235,3.676,.076,.219,.066,.346,.269,2,2,50,1190,366,428,25,43,160,22,1,80,47,153,118,87,25,2,40,133,46,6,150,.271,554,.325,.540,.865,0,2,1.000,11,97,1.36,0,13.85
2015,572041,AJ Pollock,player,19,AJ Pollock,Allen,Pollock,AJ,A Pollock,109,AZ,Arizona Diamondbacks,D-backs,NL,104,CF,Outfielder,CF,673,303,213,0,9,.338,65,2,19,103,2361,3.508,.079,.132,.030,.596,.182,5,0,62,1085,183,529,30,58,187,10,1,98,83,157,150,111,39,6,20,89,53,0,192,.315,609,.367,.498,.865,7,39,.848,19,76,1.25,0,30.45
2015,592518,Manny Machado,player,21,Manny Machado,Manuel,Machado,Manny,M Machado,110,BAL,Baltimore Orioles,Orioles,AL,103,3B,Third Base,3B,713,318,193,2,4,.297,66,4,17,69,2789,3.912,.098,.156,.049,.631,.216,6,1,84,1199,211,528,47,46,170,24,1,85,71,162,177,102,30,1,35,111,70,2,181,.286,633,.359,.502,.861,8,20,.714,17,86,0.96,0,18.09
2015,488726,Michael Brantley,player,22,Michael Brantley,Michael,Brantley,Michael,M Brantley,114,CLE,Cleveland Indians,Indians,AL,103,LF,Outfielder,DH,596,254,223,0,5,.318,60,2,14,110,2149,3.606,.101,.086,.025,1.176,.170,2,1,74,907,79,483,23,59,163,13,2,90,59,137,156,68,45,0,15,51,60,8,164,.310,529,.379,.480,.859,1,15,.938,14,84,1.04,0,35.27
2015,592178,Kris Bryant,player,23,Kris Bryant,Kristopher,Bryant,Kris,K Bryant,112,CHC,Chicago Cubs,Cubs,NL,104,3B,Third Base,RF,650,273,237,0,5,.378,62,9,7,86,2651,4.078,.118,.306,.040,.387,.213,6,2,82,1297,462,365,26,18,85,31,1,81,41,151,126,87,31,5,26,199,77,0,154,.275,559,.369,.488,.857,4,13,.765,7,99,0.67,0,21.50
2015,460075,Ryan Braun,player,24,Ryan Braun,Ryan,Braun,Ryan,R Braun,158,MIL,Milwaukee Brewers,Brewers,NL,104,RF,Outfielder,LF,568,252,187,0,3,.322,55,4,20,89,2141,3.769,.095,.202,.044,.470,.213,6,0,55,1075,245,394,13,34,148,17,0,73,54,140,102,87,27,3,25,115,54,4,144,.285,506,.356,.498,.854,4,24,.857,20,84,1.45,1,20.24
2015,547989,José Abreu,player,25,José Abreu,José,Abreu,José,J Abreu,145,CWS,Chicago White Sox,White Sox,AL,103,1B,First Base,1B,668,308,218,0,1,.333,67,15,16,95,2526,3.781,.058,.210,.045,.279,.212,3,0,55,1229,306,474,32,43,166,23,1,90,64,154,130,88,34,3,30,140,39,11,178,.290,613,.347,.502,.849,0,0,.---,16,101,1.28,0,20.43
2016,120074,David Ortiz,player,1,David Ortiz,David,Ortiz,David,D Ortiz,111,BOS,Boston Red Sox,Red Sox,AL,103,DH,Designated Hitter,DH,626,333,223,0,7,.312,87,2,22,120,2478,3.958,.128,.137,.061,.930,.305,2,1,85,1075,207,458,36,36,132,45,4,97,23,151,157,79,48,1,38,86,80,15,169,.315,537,.401,.620,1.021,0,2,1.000,22,127,0.84,0,14.13
2016,545361,Mike Trout,player,2,Mike Trout,Michael,Trout,Mike,M Trout,108,LAA,Los Angeles Angels,Angels,AL,103,CF,Outfielder,CF,681,302,208,0,5,.371,66,11,5,103,3014,4.426,.170,.201,.043,.847,.235,7,0,72,1154,239,417,14,37,121,34,0,84,55,159,123,123,32,5,29,137,116,12,173,.315,549,.441,.550,.991,7,30,.811,5,100,0.98,0,18.93
2016,502517,Daniel Murphy,player,3,Daniel Murphy,Daniel,Murphy,Daniel,D Murphy,120,WSH,Washington Nationals,Nationals,NL,104,2B,Second Base,2B,582,316,190,0,8,.348,77,8,4,103,2079,3.572,.060,.098,.043,.614,.249,1,0,92,956,115,482,33,56,117,36,0,84,64,142,181,88,47,5,25,57,35,10,184,.347,531,.390,.595,.985,3,5,.625,4,104,0.65,0,21.24
2016,458015,Joey Votto,player,4,Joey Votto,Joseph,Votto,Joey,J Votto,113,CIN,Cincinnati Reds,Reds,NL,104,1B,First Base,1B,677,306,191,0,8,.366,65,5,16,89,2896,4.278,.160,.177,.043,.900,.225,1,1,62,1197,223,444,5,52,144,24,1,104,52,158,119,101,34,2,29,120,108,15,181,.326,556,.434,.550,.984,1,8,.889,16,97,1.21,0,19.17
2016,518692,Freddie Freeman,player,5,Freddie Freeman,Frederick,Freeman,Freddie,F Freeman,144,ATL,Atlanta Braves,Braves,NL,104,1B,First Base,1B,693,335,217,0,5,.370,83,10,12,105,2779,4.010,.128,.247,.049,.520,.267,3,1,84,1426,422,423,21,38,102,34,0,111,33,158,143,102,43,6,34,171,89,18,178,.302,589,.400,.569,.969,1,6,.857,12,91,0.71,0,17.32
2016,408234,Miguel Cabrera,player,6,Miguel Cabrera,Jose,Cabrera,Miguel,M Cabrera,116,DET,Detroit Tigers,Tigers,AL,103,1B,First Base,1B,679,335,243,0,5,.336,70,4,26,101,2510,3.697,.110,.171,.056,.647,.247,2,0,76,1222,275,484,20,49,151,37,1,93,57,158,145,92,31,1,38,116,75,15,188,.316,595,.393,.563,.956,0,0,.---,26,108,1.04,0,15.66
2016,518626,Josh Donaldson,player,7,Josh Donaldson,Joshua,Donaldson,Josh,J Donaldson,141,TOR,Toronto Blue Jays,Blue Jays,AL,103,3B,Third Base,3B,700,317,212,2,3,.300,74,9,16,104,2952,4.217,.156,.170,.053,.916,.265,4,0,77,1230,297,463,48,36,138,37,1,81,45,155,161,122,32,5,37,119,109,6,164,.284,577,.404,.549,.953,1,7,.875,16,99,0.86,0,15.60
2016,592178,Kris Bryant,player,8,Kris Bryant,Kristopher,Bryant,Kris,K Bryant,112,CHC,Chicago Cubs,Cubs,NL,104,3B,Third Base,RF,699,334,271,0,3,.332,77,18,3,109,2699,3.861,.107,.220,.056,.487,.262,6,0,98,1309,368,452,39,38,101,43,1,88,44,155,175,121,35,3,39,154,75,5,176,.292,603,.385,.554,.939,5,8,.615,3,102,0.58,0,15.46
2016,453568,Charlie Blackmon,player,9,Charlie Blackmon,Charles,Blackmon,Charlie,C Blackmon,115,COL,Colorado Rockies,Rockies,NL,104,CF,Outfielder,RF,641,319,157,3,4,.350,69,13,2,57,2614,4.078,.067,.159,.045,.422,.228,3,0,82,1220,208,483,34,52,128,25,1,117,44,143,168,111,35,5,29,102,43,4,187,.324,578,.381,.552,.933,9,17,.654,2,82,0.76,0,19.93
2016,571448,Nolan Arenado,player,10,Nolan Arenado,Nolan,Arenado,Nolan,N Arenado,115,COL,Colorado Rockies,Rockies,NL,104,3B,Third Base,3B,696,352,248,0,8,.293,82,2,17,113,2743,3.941,.098,.148,.059,.660,.275,3,0,98,1319,249,523,55,46,142,37,1,100,44,160,199,116,35,6,41,103,68,10,182,.294,618,.362,.570,.932,3,2,.400,17,133,0.71,0,15.07
2016,519203,Anthony Rizzo,player,11,Anthony Rizzo,Anthony,Rizzo,Anthony,A Rizzo,112,CHC,Chicago Cubs,Cubs,NL,104,1B,First Base,1B,676,317,285,0,3,.309,79,16,13,135,2656,3.929,.109,.160,.047,.685,.252,1,1,96,1187,236,478,40,32,140,32,2,93,43,155,168,94,43,4,32,108,74,8,170,.292,583,.385,.544,.929,5,3,.375,13,109,0.83,0,18.22
2016,514888,Jose Altuve,player,12,Jose Altuve,Jose,Altuve,Jose,J Altuve,117,HOU,Houston Astros,Astros,AL,103,2B,Second Base,2B,717,340,202,3,7,.347,71,7,15,111,2474,3.450,.084,.098,.033,.857,.194,7,0,106,1196,184,580,25,54,179,23,0,120,73,161,185,108,42,5,24,70,60,11,216,.338,640,.396,.531,.927,10,30,.750,15,96,0.97,0,26.67
2016,443558,Nelson Cruz,player,13,Nelson Cruz,Nelson,Cruz,Nelson,N Cruz,136,SEA,Seattle Mariners,Mariners,AL,103,DH,Designated Hitter,DH,667,327,273,0,7,.320,71,9,15,91,2732,4.096,.093,.238,.064,.390,.268,5,0,71,1296,377,437,30,20,147,32,2,87,48,155,121,96,27,1,43,159,62,5,169,.287,589,.360,.555,.915,0,2,1.000,15,105,1.21,0,13.70
2016,518934,DJ LeMahieu,player,14,DJ LeMahieu,David,LeMahieu,DJ,D LeMahieu,115,COL,Colorado Rockies,Rockies,NL,104,2B,Second Base,3B,635,273,188,8,6,.388,51,3,19,92,2577,4.058,.104,.126,.017,.825,.147,4,0,41,1075,125,486,16,61,176,8,0,103,81,146,118,104,32,8,11,80,66,2,192,.348,552,.416,.495,.911,7,11,.611,19,66,1.49,0,50.18
2016,502110,J.D. Martinez,player,15,J.D. Martinez,Julio,Martinez,J.D.,J Martinez,116,DET,Detroit Tigers,Tigers,AL,103,RF,Outfielder,DH,517,246,195,0,5,.378,59,3,13,66,2022,3.911,.095,.248,.043,.383,.228,4,0,65,1059,310,337,13,18,100,20,0,76,45,120,96,69,35,2,22,128,49,2,141,.307,460,.373,.535,.908,2,1,.333,13,68,1.04,0,20.91
2016,460075,Ryan Braun,player,16,Ryan Braun,Ryan,Braun,Ryan,R Braun,158,MIL,Milwaukee Brewers,Brewers,NL,104,LF,Outfielder,LF,564,275,197,0,3,.326,56,4,20,88,2105,3.732,.082,.174,.053,.469,.233,6,0,45,1072,224,416,17,20,178,23,1,74,58,135,82,80,23,3,30,98,46,10,156,.305,511,.365,.538,.903,5,16,.762,20,91,2.17,0,17.03
2016,502671,Paul Goldschmidt,player,17,Paul Goldschmidt,Paul,Goldschmidt,Paul,P Goldschmidt,109,AZ,Arizona Diamondbacks,D-backs,NL,104,1B,First Base,1B,705,283,218,0,8,.358,60,7,14,84,3012,4.272,.156,.213,.034,.733,.192,5,1,54,1158,264,437,24,36,151,29,0,87,56,158,114,106,33,3,24,150,110,15,172,.297,579,.411,.489,.900,5,32,.865,14,95,1.32,1,24.12
2016,605141,Mookie Betts,player,18,Mookie Betts,Markus,Betts,Mookie,M Betts,111,BOS,Boston Red Sox,Red Sox,AL,103,RF,Outfielder,SS,730,359,236,0,7,.322,78,2,12,129,2709,3.711,.067,.110,.042,.613,.216,6,0,107,1116,159,599,58,51,169,33,2,98,81,158,216,122,42,5,31,80,49,1,214,.318,672,.363,.534,.897,4,26,.867,12,113,0.78,0,21.68
2016,572821,Brian Dozier,player,19,Brian Dozier,James,Dozier,Brian,B Dozier,142,MIN,Minnesota Twins,Twins,AL,103,2B,Second Base,2B,691,336,243,2,5,.280,82,8,12,86,2788,4.035,.088,.200,.061,.442,.278,5,1,104,1211,283,484,59,30,126,45,1,66,53,155,193,104,35,5,42,138,61,6,165,.268,615,.340,.546,.886,2,18,.900,12,99,0.65,0,14.64
2016,429665,Edwin Encarnación,player,19,Edwin Encarnación,Edwin,Encarnación,Edwin,E Encarnación,141,TOR,Toronto Blue Jays,Blue Jays,AL,103,DH,Designated Hitter,DH,702,318,292,0,8,.270,76,5,22,116,2900,4.131,.124,.197,.060,.630,.266,4,2,91,1231,290,471,43,31,148,32,1,92,33,160,165,99,34,0,42,138,87,3,158,.263,601,.357,.529,.886,0,2,1.000,22,127,0.90,1,14.31
2016,572761,Matt Carpenter,player,21,Matt Carpenter,Matthew,Carpenter,Matt,M Carpenter,138,STL,St. Louis Cardinals,Cardinals,NL,104,3B,Third Base,DH,566,239,154,3,4,.307,63,5,4,53,2390,4.223,.143,.191,.037,.750,.235,2,1,102,914,176,372,11,33,98,24,0,80,24,129,146,81,36,6,21,108,81,6,128,.271,473,.380,.505,.885,4,0,.000,4,68,0.67,0,22.52
2016,493316,Yoenis Cespedes,player,22,Yoenis Cespedes,Yoenis,Cespedes,Yoenis,Y Cespedes,121,NYM,New York Mets,Mets,NL,104,LF,Outfielder,LF,543,254,194,0,6,.298,57,7,14,87,2193,4.039,.094,.199,.057,.472,.251,3,1,72,1030,254,377,32,34,105,26,2,69,37,132,138,72,25,1,31,108,51,8,134,.280,479,.354,.530,.884,1,3,.750,14,86,0.76,0,15.45
2016,429664,Robinson Canó,player,23,Robinson Canó,Robinson,Canó,Robinson,R Canó,136,SEA,Seattle Mariners,Mariners,AL,103,2B,Second Base,2B,715,349,270,0,5,.299,74,8,18,135,2544,3.558,.066,.140,.055,.470,.235,2,1,86,1293,224,560,37,49,193,32,1,95,67,161,172,107,33,2,39,100,47,8,195,.298,655,.350,.533,.883,1,0,.000,18,103,1.12,0,16.80
2016,134181,Adrian Beltré,player,24,Adrian Beltré,Adrian,Beltré,Adrian,A Beltré,140,TEX,Texas Rangers,Rangers,AL,103,3B,Third Base,3B,640,304,238,0,3,.293,64,6,10,102,2443,3.817,.075,.103,.050,.727,.221,7,1,99,1189,181,520,48,41,157,26,2,90,57,153,188,89,31,1,32,66,48,6,175,.300,583,.358,.521,.879,1,1,.500,10,104,0.84,0,18.22
2016,608369,Corey Seager,player,25,Corey Seager,Corey,Seager,Corey,C Seager,119,LAD,Los Angeles Dodgers,Dodgers,NL,104,SS,Shortstop,SS,687,321,216,0,2,.355,71,4,12,106,2512,3.656,.079,.194,.038,.406,.204,3,0,72,1320,308,496,15,44,172,27,0,104,62,157,131,105,40,5,26,133,54,5,193,.308,627,.365,.512,.877,3,3,.500,12,72,1.31,0,24.12
2017,545361,Mike Trout,player,1,Mike Trout,Michael,Trout,Mike,M Trout,108,LAA,Los Angeles Angels,Angels,AL,103,CF,Outfielder,CF,507,253,133,0,4,.318,61,7,8,63,2127,4.195,.185,.178,.065,1.044,.323,4,0,54,801,146,316,30,28,81,38,1,46,38,114,112,92,25,3,33,90,94,15,123,.306,402,.442,.629,1.071,4,22,.846,8,72,0.72,0,12.18
2017,592450,Aaron Judge,player,2,Aaron Judge,Aaron,Judge,Aaron,A Judge,147,NYY,New York Yankees,Yankees,AL,103,RF,Outfielder,CF,678,340,248,0,4,.357,79,5,15,84,2989,4.409,.187,.307,.077,.611,.343,2,0,66,1228,429,338,18,15,85,46,0,74,34,155,99,128,24,3,52,208,127,11,154,.284,542,.422,.627,1.049,4,9,.692,15,114,0.86,0,10.42
2017,458015,Joey Votto,player,3,Joey Votto,Joseph,Votto,Joey,J Votto,113,CIN,Cincinnati Reds,Reds,NL,104,1B,First Base,1B,707,323,183,0,6,.321,71,8,16,114,2733,3.866,.190,.117,.051,1.614,.258,2,0,101,1144,176,482,7,50,145,43,2,88,46,162,158,106,34,1,36,83,134,20,179,.320,559,.454,.578,1.032,1,5,.833,16,100,0.92,0,15.53
2017,519317,Giancarlo Stanton,player,4,Giancarlo Stanton,Giancarlo,Stanton,Giancarlo,G Stanton,146,MIA,Miami Marlins,Marlins,NL,104,RF,Outfielder,DH,692,377,239,0,3,.288,91,7,13,90,2736,3.954,.123,.236,.085,.521,.350,5,0,43,1174,373,437,47,27,152,55,0,70,43,159,117,123,32,0,59,163,85,13,168,.281,597,.376,.631,1.007,2,2,.500,13,132,1.30,0,10.12
2017,453568,Charlie Blackmon,player,5,Charlie Blackmon,Charles,Blackmon,Charlie,C Blackmon,115,COL,Colorado Rockies,Rockies,NL,104,CF,Outfielder,RF,725,387,150,3,3,.371,86,10,4,54,2884,3.978,.090,.186,.051,.481,.270,8,0,77,1334,252,515,27,49,149,57,1,90,65,159,153,137,35,14,37,135,65,9,213,.331,644,.399,.601,1.000,10,14,.583,4,104,0.97,0,17.40
2017,518692,Freddie Freeman,player,6,Freddie Freeman,Frederick,Freeman,Freddie,F Freeman,144,ATL,Atlanta Braves,Braves,NL,104,1B,First Base,1B,514,258,157,0,2,.335,65,7,9,71,1929,3.753,.126,.185,.054,.684,.280,3,0,70,1020,254,347,10,39,93,45,0,57,33,117,119,84,35,2,28,95,65,14,135,.307,440,.403,.586,.989,5,8,.615,9,71,0.78,0,15.71
2017,502671,Paul Goldschmidt,player,7,Paul Goldschmidt,Paul,Goldschmidt,Paul,P Goldschmidt,109,AZ,Arizona Diamondbacks,D-backs,NL,104,1B,First Base,1B,665,314,238,0,4,.343,73,8,14,88,2762,4.153,.141,.221,.054,.639,.265,6,0,64,1130,299,415,17,39,129,42,0,64,60,155,120,117,34,3,36,147,94,15,166,.297,558,.404,.563,.967,5,18,.783,14,120,1.08,1,15.50
2017,571448,Nolan Arenado,player,8,Nolan Arenado,Nolan,Arenado,Nolan,N Arenado,115,COL,Colorado Rockies,Rockies,NL,104,3B,Third Base,3B,680,355,244,1,6,.320,87,4,21,120,2627,3.863,.091,.156,.054,.585,.277,4,3,90,1266,294,507,46,54,130,52,0,88,47,159,190,100,43,7,37,106,62,9,187,.309,606,.373,.586,.959,2,3,.600,21,130,0.68,1,16.38
2017,514888,Jose Altuve,player,9,Jose Altuve,Jose,Altuve,Jose,J Altuve,117,HOU,Houston Astros,Astros,AL,103,2B,Second Base,2B,662,323,215,1,4,.370,67,9,19,118,2308,3.486,.088,.127,.036,.690,.202,3,0,75,1099,185,511,26,46,160,34,0,83,87,153,147,112,39,4,24,84,58,3,204,.346,590,.410,.547,.957,6,32,.842,19,81,1.09,0,24.58
2017,608070,José Ramírez,player,9,José Ramírez,José,Ramírez,José,J Ramírez,114,CLE,Cleveland Indians,Indians,AL,103,3B,Third Base,3B,645,341,227,0,5,.319,91,3,13,113,2576,3.994,.081,.107,.045,.754,.265,4,0,90,1116,152,521,40,51,154,37,0,93,56,152,181,107,56,6,29,69,52,5,186,.318,585,.374,.583,.957,5,17,.773,13,83,0.85,0,20.17
2017,592178,Kris Bryant,player,11,Kris Bryant,Kristopher,Bryant,Kris,K Bryant,112,CHC,Chicago Cubs,Cubs,NL,104,3B,Third Base,RF,665,295,220,0,6,.334,71,15,8,84,2652,3.988,.143,.192,.044,.742,.242,5,0,90,1205,290,427,28,27,120,40,0,80,42,151,145,111,38,4,29,128,95,5,162,.295,549,.409,.537,.946,5,7,.583,8,73,0.83,0,18.93
2017,457759,Justin Turner,player,12,Justin Turner,Justin,Turner,Justin,J Turner,119,LAD,Los Angeles Dodgers,Dodgers,NL,104,3B,Third Base,1B,543,242,180,1,7,.326,53,19,12,107,2030,3.738,.109,.103,.039,1.054,.208,2,1,107,889,140,409,20,38,97,32,1,78,36,130,165,72,32,0,21,56,59,5,147,.322,457,.415,.530,.945,1,7,.875,12,71,0.59,0,21.76
2017,543685,Anthony Rendon,player,13,Anthony Rendon,Anthony,Rendon,Anthony,A Rendon,120,WSH,Washington Nationals,Nationals,NL,104,3B,Third Base,3B,605,271,201,0,6,.314,67,7,7,78,2645,4.372,.139,.136,.041,1.024,.232,2,0,106,1068,152,432,34,41,98,33,0,70,50,147,181,81,41,1,25,82,84,6,153,.301,508,.403,.533,.936,2,7,.778,7,100,0.54,0,20.32
2017,641355,Cody Bellinger,player,14,Cody Bellinger,Cody,Bellinger,Cody,C Bellinger,119,LAD,Los Angeles Dodgers,Dodgers,NL,104,1B,First Base,CF,548,279,224,0,3,.299,69,1,5,70,2205,4.024,.117,.266,.071,.438,.315,2,1,64,978,318,337,32,29,84,37,0,49,42,132,125,87,26,4,39,146,64,13,128,.267,480,.352,.581,.933,3,10,.769,5,97,0.67,0,12.31
2017,446359,Zack Cozart,player,14,Zack Cozart,Zachary,Cozart,Zack,Z Cozart,113,CIN,Cincinnati Reds,Reds,NL,104,SS,Shortstop,SS,507,240,140,0,4,.312,55,3,5,53,2125,4.191,.122,.154,.047,.795,.251,5,0,71,868,139,364,26,36,101,29,2,59,40,122,133,80,24,7,24,78,62,0,130,.297,438,.385,.548,.933,0,3,1.000,5,63,0.76,0,18.25
2017,502054,Tommy Pham,player,16,Tommy Pham,Thomas,Pham,Tommy,T Pham,138,STL,St. Louis Cardinals,Cardinals,NL,104,LF,Outfielder,LF,530,231,182,2,3,.368,47,10,18,88,2120,4.000,.134,.221,.043,.607,.214,6,1,36,802,168,332,11,24,125,21,0,65,50,128,71,95,22,2,23,117,71,0,136,.306,444,.411,.520,.931,7,25,.781,18,73,1.76,0,19.30
2017,475582,Ryan Zimmerman,player,16,Ryan Zimmerman,Ryan,Zimmerman,Ryan,R Zimmerman,120,WSH,Washington Nationals,Nationals,NL,104,1B,First Base,3B,576,300,246,0,5,.335,69,3,16,86,2222,3.858,.076,.219,.063,.349,.269,3,0,56,985,240,403,21,32,135,33,1,71,54,144,109,90,33,0,36,126,44,1,159,.303,524,.358,.573,.931,0,1,1.000,16,108,1.24,0,14.56
2017,502517,Daniel Murphy,player,18,Daniel Murphy,Daniel,Murphy,Daniel,D Murphy,120,WSH,Washington Nationals,Nationals,NL,104,2B,Second Base,2B,593,290,182,0,3,.341,69,4,16,110,2174,3.666,.088,.130,.039,.675,.221,1,2,87,1024,140,460,36,56,109,30,2,96,44,144,179,94,43,3,23,77,52,14,172,.322,534,.384,.543,.927,0,2,1.000,16,93,0.61,0,23.22
2017,443558,Nelson Cruz,player,19,Nelson Cruz,Nelson,Cruz,Nelson,N Cruz,136,SEA,Seattle Mariners,Mariners,AL,103,DH,Designated Hitter,DH,645,305,224,0,7,.315,67,12,15,89,2474,3.836,.109,.217,.060,.500,.261,3,3,81,1167,356,423,25,34,123,37,0,72,51,155,140,91,28,0,39,140,70,7,160,.288,556,.375,.549,.924,1,1,.500,15,119,0.88,0,14.26
2017,542303,Marcell Ozuna,player,19,Marcell Ozuna,Marcell,Ozuna,Marcell,M Ozuna,146,MIA,Miami Marlins,Marlins,NL,104,LF,Outfielder,DH,679,336,258,0,2,.355,69,0,18,112,2560,3.770,.094,.212,.054,.444,.237,1,1,68,1269,341,471,30,35,147,33,1,82,75,159,133,93,30,2,37,144,64,4,191,.312,613,.376,.548,.924,3,1,.250,18,124,1.11,0,16.57
